"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시군구코드","시군구명","시설주소","전화번호","우편번호"
"마음모아노인재가복지센터","C0609331081","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 한천로66길 189, 4층 402호 (석관동)","",""
"행복나눔재가복지센터","C0609363554","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 답십리로58길 40, 1층 (답십리동)","",""
"리더스 복지용구","C0609363606","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 새말로 155, 201호 (문정동, 동화빌딩)","",""
"호호재가요양복지센터","C0609363744","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동중앙본로5길 17, 1층 (목동)","",""
"케어닥 방문요양돌봄센터 양천파트너점","C0609363746","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 월정로27길 23, 1층 (신월동)","",""
"아가페재가복지센터","C0609363827","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 연서로9길 20, 1층 (구산동)","",""
"돌봄재가어르신복지센터","C0609363864","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 마곡중앙4로 18, 비동 914호 (마곡동)","",""
"더돌봄재가방문요양센터","C0609363867","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 금낭화로 136, 205호 (방화동, 에어뷰오피스텔21-2)","",""
"효정재가복지센터","C0609363935","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 백제고분로 67, 701호 (잠실동, 위너스오피스텔2)","",""
"소망방문요양센터","C0609363945","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1144000000","마포구","서울특별시 마포구 마포대로 63-8, 1241호 (도화동, 삼창프라자)","",""
"무지개노인재가방문요양센터","C0609363958","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 휘경로7길 9 (이문동)","",""
"어린왕자 방문재활간호센터","C0609363980","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 중앙로3길 12, 406호 (고척동, 서봉빌딩)","",""
"늘푸른재활주야간보호센터","C0609364005","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 수명로 80 (내발산동, 베스트프라자 601,701호)","",""
"봄날강서데이케어센터","C0609364027","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 양천로11길 15-11 (방화동, 1층)","",""
"번동데이케어센터","C0609364041","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 월계로 187, 2,3층 (번동)","",""
"새얀재가복지센터","C0609364081","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 아리수로72길 50, 1층 103호 (고덕동)","",""
"간호돌봄재가복지센터","C0609395166","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 면목로 202, 104호 (중곡동)","",""
"간호돌봄재가복지센터","C0609395168","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 면목로 202, 104호 (중곡동)","",""
"구립서초데이케어센터","C0609398150","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1165000000","서초구","서울특별시 서초구 반포대로22길 61 (서초동)","",""
"'나눔'재가노인복지센터","C0609413159","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 난우2길 17, 101호 (신림동, 소노카우치Ⅰ)","",""
"(주)대교뉴이프 방문요양센터 관악센터","C0609413160","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 보라매로3길 23, 304호 (봉천동)","",""
"휴먼재가복지센터","C0609413163","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 난곡로 53, 205호 (신림동, 관악산휴먼시아 상가동)","",""
"바야다홈헬스케어 성동요양센터","C0609420163","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1120000000","성동구","서울특별시 성동구 고산자로 269, 1706호 (도선동, 신한넥스텔 1706호)","",""
"서울시 중구 재가노인복지기관","C0609420174","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1114000000","중구","서울특별시 중구 다산로42길 126, 102호 (신당동)","",""
"하음복지센터","C0609420181","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 독산로8길 23 (시흥동)","",""
"구립화원데이케어센터","C0609420185","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 벚꽃로 484, 2층 (구로동, 화원종합사회복지관)","",""
"엠에이디실버","C0609420516","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1117000000","용산구","서울특별시 용산구 후암로48길 22, 지층 101호 (후암동)","",""
"대한민국의원 방문간호센터","C0609420517","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1117000000","용산구","서울특별시 용산구 청파로47길 7, 3,4,5층 (청파동3가)","",""
"온마음사회적협동조합복지센터","C0609420601","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로106길 23, 102동 1207호 (창동, 북한산현대홈시티)","",""
"성원재가복지센터","C0609420626","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 마들로3길 37, 2층 204호 (월계동, 성원4단지아파트 상가)","",""
"성심 재가복지센터","C0609420628","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 공릉로 154-13, 2층 (공릉동)","",""
"노원사랑 재가복지센터","C0609420638","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 한글비석로46가길 16, 104호 (상계동, 한신아파트 8동 상가)","",""
"우리동네재가복지센터","C0609420640","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 동일로228길 29, 401호 (상계동, 대원유치원)","",""
"이지스재가복지센터","C0609420642","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 노원로28길 57-1, 1층 (상계동)","",""
"참좋은방문요양센터","C0609420646","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 광운로2가길 23, 202호 (월계동, 삼창아파트 상가)","",""
"뉴라클주간보호센터","C0609421117","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 동작대로29길 63-5, 1.2.3.4층 (사당동)","",""
"단비방문요양센터","C0609421118","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 사당로29가길 33, 1층 103호 (사당동)","",""
"대방동행재가복지","C0609421119","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 여의대방로 194, 3층 301호 (대방동)","",""
"뉴라클주간보호센터","C0609450152","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 동작대로29길 63-5, 1.2.3.4층 (사당동)","",""
"뉴라클주간보호센터","C0609450153","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 동작대로29길 63-5, 1.2.3.4층 (사당동)","",""
"단비방문요양센터","C0609450155","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 사당로29가길 33, 1층 103호 (사당동)","",""
"가장따뜻한방문요양센터","C0609451387","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1168000000","강남구","서울특별시 강남구 봉은사로57길 8, 3층 301호 (삼성동, iSOD 삼성동빌딩)","",""
"가자재가복지센터","C0609451888","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 응암로 45-1, 1층 (북가좌동)","",""
"연세방문요양재가센터","C0609451889","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 세검정로4길 24, 1층 (홍제동)","",""
"따뜻한동행 데이케어센터","C0609452042","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 도봉로 243 (미아동)","",""
"은평나비재가노인복지센터","C0609452045","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 증산로21길 14, 101호 (신사동)","",""
"서연방문재활간호 재가요양센터 관악점","C0609452064","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 남부순환로 1808, 9층 13호 (봉천동, 관악센츄리타워)","",""
"에덴방문요양센터","C0609452153","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 사당로13길 9 (사당동)","",""
"88재가복지센터","C0609485159","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 방화동로16길 32 (방화동, 205-4호)","",""
"서울강동 데이케어센터","C0609492198","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 올림픽로 709, 2층 (천호동)","",""
"미소재가복지센터","C0609492310","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 도신로64길 24, 1층 (신길동)","",""
"C&J 재가복지센터","C0609492338","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 남부순환로40가길 12-2, 1층 (신월동)","",""
"명성방문요양센터","C0609492363","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 정릉로38가길 3, 1층 (정릉동)","",""
"좋은돌봄 방문간호요양센터","C0609492533","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 서경로 37-3, 2층 202호 (정릉동)","",""
"좋은돌봄 방문요양센터","C0609492799","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로147길 24, 1층 (방학동)","",""
"A+열매방문요양센터","C0609492803","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 시루봉로 105, 201호 (방학동, 신동아상가)","",""
"스마일시니어 유캔방문요양센터","C0609492810","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로180가길 96, 401호 (도봉동)","",""
"정성케어 방문요양간호센터","C0609493176","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1165000000","서초구","서울특별시 서초구 태봉로2길 5 (우면동, 상가동 103호)","",""
"우리효재가복지센터","C0609494163","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 동일로130길 19, 1층 (중화동)","",""
"에이원데이케어센터","C0609507152","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 중앙로 312, 1층 (신정동)","",""
"(주)대교뉴이프 방문요양센터 노원센터","C0609522199","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 동일로 1036, 5층 501호 (공릉동)","",""
"서울은평노인복지용구","C0609522511","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 가좌로7나길 14-1, 지층 (응암동)","",""
"더사랑재가복지센터","C0609522755","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 고척로31길 28 (고척동)","",""
"수정재가복지센터","C0609522830","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1144000000","마포구","서울특별시 마포구 마포대로 12, 507호 (마포동, 한신오피스텔)","",""
"신사임당재가복지센터","C0609522927","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 우장산로16길 20, 201호 (화곡동)","",""
"사랑방문요양재가센터","C0609522929","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 한천로 440 (이문동)","",""
"노아어르신복지센터","C0609522959","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 장위로31길 3, 1층 (장위동)","",""
"하나재가복지센터","C0609522997","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 종암로19길 73, 101호 (종암동, 종암동 근생주택)","",""
"웰케어전국간호센터","C0609523050","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1168000000","강남구","서울특별시 강남구 봉은사로114길 38, 604호 (삼성동)","",""
"은평어르신복지센터","C0609523143","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 연서로41가길 3, 1층 (불광동)","",""
"사랑나무노인복지센터","C0609523144","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 증산로21길 6, 1층 (신사동)","",""
"케어365재가복지센터","C0609543165","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 오현로 190, 2층 (번동)","",""
"다시봄간호요양센터","C0609545185","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 삼양로 362, 1층 (수유동)","",""
"초록재가복지센터","C0609545193","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 등촌로13길 76, 지1층 (화곡동, 유노이아)","",""
"재미마중 재가노인복지센터","C0609545206","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 수색로 217, 102호 (수색동, 디엠씨 자이1단지(DMC 자이1))","",""
"실버홈방문요양센터","C0609545229","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 가락로15길 7-1, 1층 102호 (석촌동)","",""
"두드림데이케어센터","C0609545281","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 관악로 287, 302?3?7?8호 (봉천동, 성현동아파트 상가동)","",""
"햇살정원 재가복지센터","C0609545288","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 상암로 121, 102호 (천호동)","",""
"한마음재가복지센터","C0609545330","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 구의로 25, 201호 (구의동)","",""
"대교뉴이프 데이케어센터 목동3호센터","C0609545475","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동서로 130, 2층 (목동, 목동신시가지아파트4단지)","",""
"그린재가복지센터","C0609545658","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 화랑로 92, 102호 (하월곡동)","",""
"사랑주야간복지센터","C0609545776","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 보국문로17길 8, 1층 (정릉동)","",""
"허준의료기","C0609545830","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 시흥대로 155, 107호 (시흥동)","",""
"금천광명메디칼","C0609545836","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 금하로1나길 8, 1층 (독산동)","",""
"한마음 재가방문요양센터","C0609559155","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동중앙본로18길 6, 4층 403호 (목동, 대광빌딩)","",""
"으뜸어르신 방문요양센터","C0609565380","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 덕릉로73길 28, 205호 (중계동, 양지대림아파트)","",""
"섬기며케어 재가복지센터","C0609565390","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 한글비석로46가길 16, 102호 (상계동, 한신1차아파트상가1층)","",""
"(A)이레재가복지센터","C0609565397","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1135000000","노원구","서울특별시 노원구 한글비석로54길 116, 2층 204호 (상계동, 상계동13단지 상가)","",""
"보미방문요양센터","C0609565634","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1117000000","용산구","서울특별시 용산구 새창로14길 42-1, 101호 (용문동)","",""
"다시돌봄센터","C0609565943","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 갈현로3길 35, 1층 (신사동)","",""
"사랑이 넘치는 재가복지센터","C0609566005","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 구로중앙로27가길 13, 1층 101호 (구로동)","",""
"마마케어 방문요양센터","C0609566006","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 구로동로26길 54, 나동 4호 (구로동)","",""
"송파나눔방문요양","C0609566008","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1171000000","송파구","서울특별시 송파구 백제고분로 75, B1층 122-1호 (잠실동)","",""
"구로100세 데이케어센터","C0609566061","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 오류로8길 57, 5층 (오류동)","",""
"함께하는 복지용구","C0609566079","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 상도로47길 76-6, 지하1층 (상도1동)","",""
"대교뉴이프 재가복지센터 서울광진센터","C0609566117","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 동일로52길 28, 101호 (군자동)","",""
"가까운재가복지센터","C0609566121","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 면목로38나길 25, 1층 (면목동)","",""
"선향재가노인복지센터(화곡)","C0609566148","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 강서로 131, 2층 (화곡동)","",""
"순시미 재가복지센터 강북본점","C0609577190","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 삼양로123길 1, 302-1호 (수유동)","",""
"동행재가복지센터","C0609577206","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 봉천로 455, 5층 (봉천동, 태영빌딩)","",""
"원방문요양센터","C0609577269","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 신정중앙로12길 17, 1층 (신정동, 신정동다세대주택)","",""
"더사랑재가복지센터","C0609579157","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 덕릉로 127-1, 203호 (번동)","",""
"가연재가방문요양센터","C0609579200","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 삼양로 43, 1층 (길음동)","",""
"서울홍성재가방문복지용구센터","C0609579246","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 간호대로 11-32, 1층 (홍제동)","",""
"피포스복지용구샵","C0609579248","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 홍은중앙로 100-4, 1층 (홍은동)","",""
"가가호호 재가노인복지센터","C0609579251","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1141000000","서대문구","서울특별시 서대문구 연희로 89-8, 3층 (연희동)","",""
"자연재가노인복지센터","C0609579353","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1129000000","성북구","서울특별시 성북구 종암로16길 80, 1층 (종암동)","",""
"믿음방문요양센터","C0609579410","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 한천로18길 10, 1층 (장안동)","",""
"목동효정방문요양센터","C0609579503","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동동로 130, B동 123호 (신정동, 목동신시가지아파트 상가)","",""
"가온재가복지센터","C0609579563","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 왕산로 184, 3층 301호 (전농동)","",""
"다정한 재가복지센터","C0609579667","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1132000000","도봉구","서울특별시 도봉구 도봉로157길 24, 1층 (도봉동)","",""
"연세은평재가복지센터","C0609579710","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 진관1로 21-9, 상가동 206(2분의 1)호 (진관동, 은평뉴타운 박석고개)","",""
"가연재가복지센터","C0609579956","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1114000000","중구","서울특별시 중구 서애로1길 11, B117호 (충무로5가)","",""
"KB골든라이프케어 은평 케어센터","C0609580088","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 연서로 391 (진관동)","",""
"다엘재가복지센터","C0609588424","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1144000000","마포구","서울특별시 마포구 마포대로24길 27, 101호 (아현동)","",""
"울림통합돌봄센터","C0609588425","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1144000000","마포구","서울특별시 마포구 성미산로 12, 2층 (성산동)","",""
"은빛재가요양센터","C0609588539","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 개봉로17나길 88, 1층 (개봉동)","",""
"예원실버케어 재가복지센터","C0609588547","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1153000000","구로구","서울특별시 구로구 개봉로17길 30-29, 1층 (개봉동)","",""
"선한사람들방문요양 은평점","C0609588586","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1138000000","은평구","서울특별시 은평구 진관3로 32, B707호 (진관동)","",""
"스마일재가센터","C0609588677","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 곰달래로25길 8, 2층 (화곡동)","",""
"수호천사재가복지센터","C0609588680","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 초록마을로 156-3 (화곡동)","",""
"느티나무데이케어센터","C0609588706","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1123000000","동대문구","서울특별시 동대문구 약령중앙로8길 10 (제기동)","",""
"베셀재가복지센터","C0609588714","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 월정로32길 79, 101호 (화곡동, 경민아트빌)","",""
"에이원데이케어 당산센터","C0609588798","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 영중로 131-10, 4층 (영등포동8가)","",""
"마니방문요양센터","C0609588840","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 상도로15카길 11, 101호 (상도동, 래미안빌)","",""
"마니방문요양센터","C0609588841","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 상도로15카길 11, 101호 (상도동, 래미안빌)","",""
"마니방문요양센터","C0609588842","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1159000000","동작구","서울특별시 동작구 상도로15카길 11, 101호 (상도동, 래미안빌)","",""
"라파홈케어","C0609588850","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 광나루로40길 23, 103호호 (구의동)","",""
"라파홈케어","C0609588855","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1121500000","광진구","서울특별시 광진구 광나루로40길 23, 103호 (구의동)","",""
"관악나오미재가복지센터","C0609588873","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1162000000","관악구","서울특별시 관악구 봉천로 368, 1층 (봉천동)","",""
"프라임헬스케어","C0609588878","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1156000000","영등포구","서울특별시 영등포구 버드나루로 80, 4층 (영등포동7가)","",""
"굿파트너재가노인복지센터","C0609588891","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 풍성로53길 28, 102호 (성내동)","",""
"(A)비지팅엔젤스 양천강서주야간보호센터","C0609588906","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동중앙남로 69 (목동)","",""
"(사)굿하트전문사례관리 강동재가센터","C0609588907","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1174000000","강동구","서울특별시 강동구 아리수로74길 35, 1층 (고덕동)","",""
"금빛사랑재가복지센터","C0609589086","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1147000000","양천구","서울특별시 양천구 목동로11길 27, 102호 (신정동, 명성쉐르빌)","",""
"(A)은혜재가노인복지센터","C0609590234","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 한내로 69-15, 1316동 104호 (독산동)","",""
"효사랑 재가방문요양센터","C0609590236","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1154500000","금천구","서울특별시 금천구 독산로64길 16, 2층 (독산동)","",""
"사랑샘재가복지센터","C0609590245","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1150000000","강서구","서울특별시 강서구 방화동로18길 60, 202호 (방화동)","",""
"다정재가복지센터","C0609596159","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 삼양로122길 14, 1층 (수유동)","",""
"다솜재활데이케어센터","C0609596184","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 한천로109길 57-15, 1,2층 (번동)","",""
"사랑나눔방문요양센터","C0609596186","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 중랑역로13길 8-1 (중화동)","",""
"고려방문간호재활센터","C0609596187","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1126000000","중랑구","서울특별시 중랑구 상봉중앙로5길 62, 101호 (중화동, 미래하이츠)","",""
"은빛사랑재가복지센터","C0609596188","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 도봉로 328, 1716호 (번동)","",""
"사랑보듬재가복지센터","C0609596190","(재가노인복지시설) 재가노인복지시설","재가노인복지시설","자치구","1130500000","강북구","서울특별시 강북구 도봉로96길 80 (번동)","",""
